pair,frame,variant,left_arm_raise_bad,left_arm_raise_good,right_arm_raise_bad,right_arm_raise_good,left_elbow_angle_bad,left_elbow_angle_good,right_elbow_angle_bad,right_elbow_angle_good,torso_lean_bad,torso_lean_good,arm_symmetry_bad,arm_symmetry_good,left_wrist_above_shoulder_bad,left_wrist_above_shoulder_good,right_wrist_above_shoulder_bad,right_wrist_above_shoulder_good
1.0,18.0,elbows_too_bent,48.50639296464318,51.066975221113694,29.57759308418575,32.18079973566975,113.08768650214036,142.5792608107788,75.38593403299991,110.27233488688071,87.843949047926,92.13566256762589,19.912057987026934,18.886175485443943,-0.039203782053478825,-0.0331113338470459,-0.08529180991028204,-0.0794901847839355
1.0,18.0,asymmetric_raise,65.85884504967908,51.066975221113694,17.680221445300184,32.18079973566975,142.82427180745785,142.5792608107788,114.21925667008583,110.27233488688071,91.37754727526125,92.13566256762589,33.5882797543607,18.886175485443943,-0.032203798958909347,-0.0331113338470459,-0.08336634375227395,-0.0794901847839355
1.0,18.0,asymmetric_raise,66.18573263110243,51.066975221113694,23.758979619075944,32.18079973566975,142.50886693385385,142.5792608107788,110.38545278605905,110.27233488688071,92.51984332889118,92.13566256762589,46.871739098047996,18.886175485443943,-0.034375930367580874,-0.0331113338470459,-0.07885301275059506,-0.0794901847839355
1.0,19.0,elbows_too_bent,57.8304475825297,57.77320646339405,40.642850444868586,38.705604132259744,103.1678834025878,142.89056887982852,75.90934473756529,105.1145202193899,94.96792575260861,91.92035093222098,14.154108217407344,19.067602331134303,-0.032352635760317196,-0.0283001065254211,-0.09592866735617596,-0.0914059579372406
1.0,19.0,elbows_too_bent,59.88386845648687,57.77320646339405,40.01287265493039,38.705604132259744,104.15082768497756,142.89056887982852,75.08156101611637,105.1145202193899,96.66900973920576,91.92035093222098,21.096667716508897,19.067602331134303,-0.030502629319788727,-0.0283001065254211,-0.0834957670224217,-0.0914059579372406
1.0,20.0,arms_too_low,45.64913556232638,61.13872750110873,16.35420368567862,41.6846711303248,143.2697201351996,142.92178747686046,107.49202776428918,105.67628386980432,92.1751321223814,92.1927132349881,20.35687876807893,19.45405637078393,-0.015298331123323553,-0.019377589225769,-0.10098281901919916,-0.1038165986537933
1.0,20.0,arms_too_high,88.426568830615,61.13872750110873,80.94957381332526,41.6846711303248,145.40572867288017,142.92178747686046,105.50475753133865,105.67628386980432,95.3733273346912,92.1927132349881,20.73130367045922,19.45405637078393,-0.018298285984823977,-0.019377589225769,-0.09527162033784912,-0.1038165986537933
1.0,21.0,arms_too_high,103.77897962112289,72.6649620322507,75.61232621836565,50.525940899888056,149.30169702979754,147.53783720903107,99.51022525745654,102.87996953539202,96.57714701777803,93.073086997431,17.86142050274401,22.139021132362643,0.017171244979237228,0.0071862041950225,-0.12106464372024842,-0.1309846043586731
1.0,21.0,arms_too_low,52.67789057251458,72.6649620322507,17.424996332583802,50.525940899888056,152.31759375346772,147.53783720903107,101.6711405791286,102.87996953539202,92.64667274362068,93.073086997431,22.458087943824086,22.139021132362643,0.009443783905117348,0.0071862041950225,-0.1277655913501515,-0.1309846043586731
1.0,21.0,asymmetric_raise,91.08477021962295,72.6649620322507,39.80332047311853,50.525940899888056,148.8740391125445,147.53783720903107,102.50155421640066,102.87996953539202,94.23169387117545,93.073086997431,44.625480021516516,22.139021132362643,0.011000440649013104,0.0071862041950225,-0.12779477086356827,-0.1309846043586731
1.0,22.0,asymmetric_raise,83.90649928183073,72.28856438425093,35.90962250594849,57.06127204407794,148.45869691454138,146.35551083319805,99.2345551358626,100.92164506035355,90.11468236945075,93.2751862429378,35.30755943339265,15.227292340172994,0.017189621286815355,0.0183855146169662,-0.13787606061436267,-0.1419915854930877
1.0,22.0,asymmetric_raise,91.75061848332699,72.28856438425093,47.5393742735249,57.06127204407794,144.5858789493621,146.35551083319805,101.49552758280215,100.92164506035355,93.60557500317896,93.2751862429378,38.0719757125212,15.227292340172994,0.01401148104824269,0.0183855146169662,-0.14399344985892548,-0.1419915854930877
1.0,23.0,asymmetric_raise,87.64597909746122,70.2480744752958,57.803000837799885,59.88784686801721,154.0731056358622,152.13295008003473,115.34834322225763,113.90679712397647,92.8925924435861,93.59684188419344,28.233621436469356,10.36022760727858,0.033528083066242394,0.0337868779897689,-0.15007498874424707,-0.1592797040939331
1.0,23.0,arms_too_high,91.99787664017752,70.2480744752958,86.97207876460935,59.88784686801721,147.6433442646201,152.13295008003473,115.25841458406464,113.90679712397647,103.11123844637972,93.59684188419344,8.49295138875273,10.36022760727858,0.04965908867540269,0.0337868779897689,-0.15836850107064984,-0.1592797040939331
1.0,23.0,torso_swinging,67.38341826837407,70.2480744752958,67.96015566817766,59.88784686801721,154.7938272065729,152.13295008003473,117.90543153647609,113.90679712397647,109.18733462545185,93.59684188419344,13.495416449036515,10.36022760727858,0.027897950282307134,0.0337868779897689,-0.16268101202990265,-0.1592797040939331
1.0,24.0,arms_too_low,39.112504118090484,66.26317753245189,37.54639033550892,66.06530463643226,157.7069848019516,156.42027693984346,120.71948738555464,117.59007821568758,95.8057883098257,93.3958470152242,1.542722933809818,0.1978728960196321,0.04703721623097199,0.0501865744590759,-0.17417618680573252,-0.1732588410377502
1.0,24.0,elbows_too_bent,65.60463011834025,66.26317753245189,65.12474174297337,66.06530463643226,122.39576585357509,156.42027693984346,83.29869786501168,117.59007821568758,92.44899462982322,93.3958470152242,2.1016389320767397,0.1978728960196321,0.04491339001474544,0.0501865744590759,-0.17690621154926933,-0.1732588410377502
1.0,24.0,torso_swinging,68.34614392725433,66.26317753245189,83.1427186489865,66.06530463643226,154.8272710225283,156.42027693984346,118.91162867913187,117.59007821568758,107.77244131628574,93.3958470152242,2.835550138201174,0.1978728960196321,0.04913649096720043,0.0501865744590759,-0.17799653997417975,-0.1732588410377502
1.0,25.0,arms_too_low,32.771211217369384,68.48823920291971,58.287806443904756,82.09668462268696,148.78368851888575,150.904205066778,114.2873958927058,116.5232862054397,90.18897443520764,92.9143816422876,9.785938059979202,13.60844541976725,0.06381266743669013,0.0666484832763671,-0.17697646907506387,-0.1826209127902984
1.0,26.0,asymmetric_raise,98.40684227080399,77.97631463695572,72.99355219103576,84.96646378221874,145.21631000350058,148.5177814423977,110.71344594685502,109.31156142396286,92.87929992555705,92.40967175196592,36.08024718506859,6.990149145263018,0.06121059287107682,0.0688839852809906,-0.1749655769196731,-0.1889457404613495
1.0,26.0,arms_too_high,115.71005322246097,77.97631463695572,109.82307519372391,84.96646378221874,147.92050585880068,148.5177814423977,107.87994168622562,109.31156142396286,97.6291370303415,92.40967175196592,6.622276834445061,6.990149145263018,0.07145296234889366,0.0688839852809906,-0.19041757376644103,-0.1889457404613495
1.0,26.0,asymmetric_raise,100.05113309443904,77.97631463695572,75.59169393805098,84.96646378221874,148.00414738654624,148.5177814423977,111.36013458752164,109.31156142396286,89.16462449157041,92.40967175196592,28.695090906648687,6.990149145263018,0.06901184196303776,0.0688839852809906,-0.1959999931133784,-0.1889457404613495
1.0,27.0,arms_too_high,105.12251601122904,78.97679239124886,120.28908414208423,87.46274028515417,152.77211134724922,151.0481811771289,109.04815633275402,107.80135745492132,97.38781609739107,92.36181508440082,8.609085135156207,8.485947893905305,0.06648802984994645,0.0749543607234954,-0.19481236777600283,-0.1903097033500671
1.0,27.0,asymmetric_raise,95.13151217318968,78.97679239124886,73.88286125052313,87.46274028515417,152.42585767119448,151.0481811771289,108.73492255545104,107.80135745492132,95.0965555938448,92.36181508440082,33.27721702466816,8.485947893905305,0.07609066776916824,0.0749543607234954,-0.18656980117975752,-0.1903097033500671
1.0,27.0,elbows_too_bent,80.98699671584818,78.97679239124886,86.4478657133382,87.46274028515417,117.75487119393088,151.0481811771289,76.83309708098722,107.80135745492132,91.41075399607212,92.36181508440082,10.517321784032273,8.485947893905305,0.07181780801510888,0.0749543607234954,-0.184051445993068,-0.1903097033500671
1.0,28.0,asymmetric_raise,110.88125647264607,91.0221430217824,75.8818344351815,86.03662568836437,151.50730555140942,152.17873569718256,112.88657899563641,110.19449058070698,97.09826020907354,92.7877811322074,28.346803755486892,4.985517333418031,0.07739120288637188,0.0805054754018783,-0.19108875870718625,-0.1889980435371399
1.0,28.0,torso_swinging,94.57990612299578,91.0221430217824,96.54071279963463,86.03662568836437,148.9195497252299,152.17873569718256,111.29821789132599,110.19449058070698,114.81565136040717,92.7877811322074,6.42070049300413,4.985517333418031,0.07815973680090363,0.0805054754018783,-0.18636335647398095,-0.1889980435371399
1.0,29.0,arms_too_low,62.19903895555153,88.99908618251453,74.12124962288843,89.46051225944633,140.9486752523967,140.4877008231897,132.94501829196258,132.08040082958104,93.2259626176541,92.14395887244685,0.7272984473771826,0.4614260769318008,0.0933197315436227,0.0907203704118728,-0.18880514431601114,-0.1882135272026062
1.0,29.0,torso_swinging,98.75004302338165,88.99908618251453,93.86493761931278,89.46051225944633,141.0832213250265,140.4877008231897,128.6413188161566,132.08040082958104,105.56174922550142,92.14395887244685,0.0,0.4614260769318008,0.09259329595912769,0.0907203704118728,-0.19345766887301458,-0.1882135272026062
1.0,30.0,arms_too_low,68.01923564773426,101.72148312982836,69.61596462844413,87.18010456968598,140.2326725666514,143.75840642439346,164.49338807396447,162.20511766873165,90.25099107222363,92.88968685049844,14.088888122125024,14.541378560142377,0.1103973980719114,0.1050745546817779,-0.18429966266699346,-0.1848976910114288
1.0,30.0,asymmetric_raise,120.80497571839621,101.72148312982836,80.27341436823563,87.18010456968598,146.33094365120266,143.75840642439346,164.32953737055908,162.20511766873165,91.98219823342555,92.88968685049844,37.7060867291097,14.541378560142377,0.09744179537328916,0.1050745546817779,-0.18518721554811773,-0.1848976910114288
1.0,30.0,torso_swinging,115.81390680302106,101.72148312982836,97.84934284091598,87.18010456968598,144.65168588742762,143.75840642439346,161.77857291680007,162.20511766873165,110.53503403817415,92.88968685049844,14.380547012724392,14.541378560142377,0.10274730376975763,0.1050745546817779,-0.18046510394858353,-0.1848976910114288
1.0,31.0,arms_too_low,75.94509144374192,107.79128943904249,83.59967815250782,86.66465143034848,156.36666011261116,156.20734439755597,166.46360740986913,164.4369753377584,89.03230003031143,93.19233515200524,18.558356240514062,21.126638008693988,0.11378526716065508,0.1071159690618515,-0.17894531726714544,-0.1805343925952911
1.0,31.0,elbows_too_bent,106.91595809943708,107.79128943904249,84.29198123990574,86.66465143034848,152.1843908298998,156.20734439755597,127.93326589705815,164.4369753377584,91.83691714075515,93.19233515200524,18.084148259516695,21.126638008693988,0.10578438241923799,0.1071159690618515,-0.18385706724350218,-0.1805343925952911
1.0,32.0,torso_swinging,124.59547489280848,116.69640897828776,90.96187124014979,82.37079428445233,163.1531609841489,165.84206200621747,167.61063426148743,169.44793815445584,100.3645948784969,93.38529871225724,32.790019563627176,34.32561469383543,0.10893947903882749,0.1091129034757614,-0.1753174748545445,-0.1764885485172271
1.0,32.0,asymmetric_raise,139.44891144235814,116.69640897828776,67.37902408075837,82.37079428445233,167.81070680317063,165.84206200621747,169.01996046600482,169.44793815445584,93.28637129295237,93.38529871225724,57.699712154668454,34.32561469383543,0.10349929336794991,0.1091129034757614,-0.17457649978630685,-0.1764885485172271
1.0,32.0,arms_too_high,143.0280266439922,116.69640897828776,111.31040439651753,82.37079428445233,166.4203992940331,165.84206200621747,174.35853843427762,169.44793815445584,97.1098187437546,93.38529871225724,33.2636207838318,34.32561469383543,0.10599720084363758,0.1091129034757614,-0.17926593411302835,-0.1764885485172271
1.0,33.0,elbows_too_bent,119.61186341492325,122.11021353757134,80.33463622869637,79.1916748355424,160.63385455281525,165.6168724242108,146.5933835256452,171.89717563189018,90.26547564526228,93.66349005494962,43.273289485708034,42.91853870202894,0.10234711021513689,0.1115011870861053,-0.15597183147236648,-0.1718086898326873
1.0,33.0,asymmetric_raise,148.2885869724937,122.11021353757134,65.86198242156541,79.1916748355424,161.12553802622313,165.6168724242108,170.14043325770461,171.89717563189018,93.30150857707017,93.66349005494962,54.109219991830244,42.91853870202894,0.11115607451112416,0.1115011870861053,-0.17274658315403854,-0.1718086898326873
1.0,33.0,asymmetric_raise,137.73598702288578,122.11021353757134,70.3399007202323,79.1916748355424,163.6856372244565,165.6168724242108,170.19034755239088,171.89717563189018,93.75467438388972,93.66349005494962,59.763578052659206,42.91853870202894,0.11603866092819158,0.1115011870861053,-0.1716292170838488,-0.1718086898326873
